"group_name","parameter_name"
"other","Pause (PAU)"
"other","Inspiratory time (Ti)"
"other","Expiratory time (Te)"
"other","Relaxation time (Tr)"
"other","Time of pause (Tp)"
"other","Enhanced pause (Penh)"
"other","Rejection index (Rinx)"
"other","Rpef"
"other","TB"
"other","Compensation (Comp)"
"other","Flow at point 50% TV expired (EF50)"
"equipment","Equipment ID"
"other","Experimenter ID"
"equipment","Equipment manufacturer"
"equipment","Equipment model"
"equipment","Date equipment last calibrated"
"equipment","Chamber temperature (Tc)"
"other","Relative Humidity (RH)"
"weight","Hypoxia challenge data present in submission"
"other","Methacholine challenge: duration of PBS measurement period"
"other","Methacholine challenge: duration of 12.5 mg/ml MCh measurement period"
"other","Methacholine challenge: duration of 25 mg/ml MCh measurement period"
"other","Methacholine challenge: duration of 50 mg/ml MCh measurement period"
"other","Methacholine challenge: start of PBS measurement timestamp"
"other","Methacholine challenge: end of PBS measurement timestamp"
"other","Methacholine challenge: start of 12.5 mg/ml MCh measurement timestamp"
"other","Methacholine challenge: end of 12.5 mg/ml MCh measurement timestamp"
"other","Methacholine challenge: start of 25 mg/ml MCh measurement timestamp"
"other","Methacholine challenge: end of 25 mg/ml MCh measurement timestamp"
"other","Methacholine challenge: start of 50 mg/ml MCh measurement timestamp"
"other","Methacholine challenge: end of 50 mg/ml MCh measurement timestamp"
"other","Hypoxia challenge: duration of Unchallenged measurement period"
"other","Hypoxia challenge: start of Unchallenged measurement timestamp"
"other","Hypoxia challenge: end of Unchallenged measurement timestamp"
"other","Hypoxia challenge: duration of 10% O2 measurement period"
"other","Hypoxia challenge: start of 10% O2 measurement timestamp"
"other","Hypoxia challenge: end of 10% O2 measurement timestamp"
"other","Hypoxia challenge: duration of 21% O2 measurement period"
"other","Hypoxia challenge: start of 21% O2 measurement timestamp"
"other","Hypoxia challenge: end of 21% O2 measurement timestamp"
"other","Hypoxia challenge: duration of Baseline measurement period"
"other","Hypoxia challenge: start of Baseline measurement timestamp"
"other","Hypoxia challenge: end of Baseline measurement timestamp"
"other","Eye"
"other","Bulging eye"
"blood_hematology","Eye Hemorrhage or Blood Presence"
"other","Eyelid morphology"
"other","Eyelid closure"
"other","Narrow eye opening"
"other","Cornea"
"other","Corneal opacity"
"blood_hematology","Corneal vascularization"
"other","Iris/Pupil"
"other","Pupil Position"
"other","Pupil Shape"
"other","Pupil Dilation"
"functional_behavioral","Pupil Light Response"
"other","Iris Pigmentation"
"other","Lens"
"other","Lens Opacity"
"other","Fusion between cornea and lens"
"other","Synechia"
"other","Optic Disc"
"images","Retinal Blood Vessels"
"images","Retinal Blood Vessels Structure"
"images","Retinal Blood Vessels Pattern"
"blood_hematology","Persistence of hyaloid vascular system"
"images","Slit Lamp observation"
"images","Ophthalmoscope Observation"
"images","Slit Lamp Equipment ID"
"images","Slit Lamp Equipment Manufacturer"
"images","Slit Lamp Equipment Model"
"images","Ophthalmoscope Equipment ID"
"images","Ophthalmoscope Equipment Manufacturer"
"images","Ophthalmoscope Equipment Model"
"other","Experimenter ID"
"images","Optical Coherence Tomography Equipment ID"
"images","Optical Coherence Tomography Equipment Manufacturer"
"images","Optical Coherence Tomography Equipment Model"
"equipment","Scheimpflug Equipment ID"
"equipment","Scheimpflug Equipment Manufacturer"
"equipment","Scheimpflug Equipment Model"
"other","Dilation Method"
"other","Topical Anesthetic"
"other","General Anesthetic"
"images","Date Slit Lamp equipment last calibrated"
"images","Date Ophthalmoscope equipment last calibrated"
"equipment","Date Scheimpflug equipment last calibrated"
"images","Date OCT equipment last calibrated"
"images","Images Ophthalmoscopy"
"images","Images Slit Lamp"
"other","Sheimpflug Lens description"
"other","Scheimpflug description"
"other","Min left eye lens density"
"other","Max left eye lens density"
"other","Mean left eye lens density"
"other","Min right eye lens density"
"other","Max right eye lens density"
"other","Mean right eye lens density"
"other","Right corneal thickness"
"other","Right anterior chamber depth"
"images","Right total retinal thickness"
"other","Right inner nuclear layer"
"other","Right outer nuclear layer"
"other","Right posterior chamber depth"
"other","Left corneal thickness"
"other","Left anterior chamber depth"
"images","Left total retinal thickness"
"other","Left inner nuclear layer"
"other","Left outer nuclear layer"
"other","Left posterior chamber depth"
"images","B-scan of right retina"
"images","B-scan of left retina"
"other","VIP of right fundus"
"other","VIP of left fundus"
"images","B-scan of right cornea and lens"
"images","B-scan of left cornea and lens"
"other","VIP of right eye"
"other","VIP of left eye"
"other","Corneal Sclerization"
"other","Corneal deposits"
"other","Iris transilumination"
"other","Vitreous"
"other","Corneal mineralization"
"other","Corneal ulcer"
"other","Lacrimation"
"other","Right vitreous humor thickness"
"other","Left vitreous humour thickness"
"images","Ophthalmoscope Lens Model"
"other","Right eye diameter"
"other","Left eye diameter"
"other","Retina (combined)"
"other","Tail - presence"
"weight","Tail - length"
"other","Tail - thickness"
"other","Tail - morphology"
"other","Coat - color - back"
"other","Coat - color - head"
"other","Coat - color - abdomen"
"other","Coat - color pattern - back"
"other","Coat - color pattern - head"
"other","Coat - color pattern - abdomen"
"other","Coat - hair distribution - back"
"other","Coat - hair distribution - head"
"other","Coat - hair distribution - abdomen"
"other","Coat - hair texture / appearance - back"
"other","Coat - hair texture / appearance - head"
"other","Coat - hair texture / appearance - abdomen"
"other","Forelimbs - position"
"other","Forelimbs - shape"
"other","Forelimbs - size"
"other","Hindlimbs - position"
"other","Hindlimbs - shape"
"other","Hindlimbs - size"
"other","Vibrissae - presence"
"other","Vibrissae - appearance"
"other","Head size"
"other","Head morphology"
"other","Ears"
"other","Snout size"
"functional_behavioral","Activity (body position)"
"other","Tremor"
"other","Transfer arousal"
"functional_behavioral","Locomotor activity"
"functional_behavioral","Gait"
"other","Tail elevation"
"functional_behavioral","Startle response"
"functional_behavioral","Unexpected behaviors"
"other","Trunk curl"
"other","Limb grasp"
"other","Forelimb digit - size"
"other","Hindlimb digit - size"
"other","Skin color - whole body"
"other","Skin color - snout"
"other","Skin color - ear"
"other","Skin color - front paws"
"other","Skin color - back paws"
"other","Skin color - tail"
"other","Skin texture - whole body"
"other","Skin texture - snout"
"other","Skin texture - ear"
"other","Skin texture - front paws"
"other","Skin texture - back paws"
"other","Skin texture - tail"
"other","Teeth presence"
"other","Upper teeth appearance"
"other","Lower teeth appearance"
"other","Genitalia - presence"
"other","Genitalia - size"
"other","Genitalia - morphology"
"other","Mouth morphology"
"other","Upper lip morphology"
"other","Lower lip morphology"
"other","Contact righting"
"other","Vocalization"
"other","Aggression"
"other","Head bobbing"
"other","Experimenter ID"
"other","Location of test"
"other","Number of animals in cage"
"other","Number of days since cage changed"
"images","Images"
"other","Size of squares in arena"
"other","Comments (in English)"
"other","Forepaw - size"
"other","Hindpaw - size"
"other","Forepaw - shape"
"other","Hindpaw - shape"
"other","Forelimb digit - number"
"other","Hindlimb digit - number"
"other","Forelimb digit - shape"
"other","Hindlimb digit - shape"
"other","Forelimb nail - number"
"other","Hindlimb nail - number"
"weight","Hindlimb nail - length"
"weight","Forelimb nail - length"
"other","Forelimb nail - shape"
"other","Hindlimb nail - shape"
"weight","Body weight"
"other","Click-evoked ABR threshold"
"other","Click-evoked ABR waveforms (numerical format)"
"other","6kHz-evoked ABR Threshold"
"other","6kHz-evoked ABR waveforms (numerical format)"
"other","12kHz-evoked ABR Threshold"
"other","12kHz-evoked ABR waveforms (numerical format)"
"other","18kHz-evoked ABR Threshold"
"other","18kHz-evoked ABR waveforms (numerical format)"
"other","24kHz-evoked ABR Threshold"
"other","24kHz-evoked ABR waveforms (numerical format)"
"other","30kHz-evoked ABR Threshold"
"other","30kHz-evoked ABR waveforms (numerical format)"
"other","Click-evoked + 6 to 30kHz tone waveforms (pdf format)"
"other","Audiograms"
"functional_behavioral","Preyer Reflex"
"other","Click +20dB waveforms (numerical format)"
"other","Click +50dB waveforms (numerical format)"
"other","Click +20dB+50dB waveforms (pdf format)"
"other","P1-N1 amplitude (at each stimulus level)"
"other","P3-N3 amplitude (at each stimulus level)"
"other","P1 Latency (at each stimulus level)"
"other","N1 Latency (at each stimulus level)"
"other","P3 Latency (at each stimulus level)"
"other","N3 Latency (at each stimulus level)"
"other","P1-P3 Interval (at each stimulus level)"
"other","N1-N3 Interval (at each stimulus level)"
"other","Range of test stimuli used"
"other","Range of stimulus levels used - Click"
"other","Range of stimulus levels used - 6kHz"
"other","Range of stimulus levels used - 12kHz"
"other","Range of stimulus levels used - 18kHz"
"other","Range of stimulus levels used - 24kHz"
"other","Range of stimulus levels used - 30kHz"
"other","Extension of stimulus levels"
"other","Stimulus level step size"
"other","Tone Pip Duration"
"other","Tone Pip rise/fall"
"other","Repetition Rate"
"other","Number averages"
"other","Recording Environment"
"other","Anesthetic agent 1"
"other","Anesthetic agent 2"
"other","Anesthetic agent 1 dosage"
"other","Anesthetic agent 2 dosage"
"other","Anesthetic administration route"
"other","Date of Test"
"other","Time of injection"
"equipment","Equipment ID"
"equipment","Equipment manufacturer"
"equipment","Equipment model"
"other","Software"
"other","Experimenter ID"
"equipment","Date equipment last calibrated"
"other","Pipeline ID(s)"
"other","Phenotyping lifestage"
"weight","Submission Identifier"
"other","Date effective from"
"other","Date effective until"
"other","Control design"
"other","Control phenotyping design"
"other","Minimum number of male controls"
"other","Minimum number of female controls"
"other","Control animal production location"
"other","Core colony source"
"other","Control stock management"
"other","Time effect strategy"
"other","Blinding strategy"
"equipment","Instrumentation bias management"
"other","Operator effect control strategy"
"other","Order effect control strategy"
"other","Subject selection strategy"
"other","Knockout animal production location"
"other","Maximum number of female controls"
"other","Maximum number of male controls"
"other","Knockout phenotyping design"
"blood_hematology","White blood cell count"
"blood_hematology","Red blood cell count"
"blood_hematology","Hemoglobin"
"blood_hematology","Hematocrit"
"other","Mean cell volume"
"blood_hematology","Mean corpuscular hemoglobin"
"blood_hematology","Mean cell hemoglobin concentration"
"blood_hematology","Platelet count"
"equipment","Equipment ID"
"equipment","Equipment manufacturer"
"equipment","Equipment model"
"blood_hematology","Anesthesia used for blood collection"
"blood_hematology","Method of blood collection"
"other","Anticoagulant"
"other","Samples kept on ice between collection and analysis"
"blood_hematology","ID for blood collection SOP"
"blood_hematology","Date and time of blood collection"
"other","Chip card number"
"blood_hematology","Blood collection experimenter ID"
"equipment","Date equipment last calibrated"
"blood_hematology","Storage temperature from blood collection until measurement"
"blood_hematology","Blood collection tubes"
"other","Date and time of sacrifice"
"blood_hematology","Blood analysis experimenter ID"
"blood_hematology","Mean platelet volume"
"blood_hematology","Red blood cell distribution width"
"other","Fight wounds"
"blood_hematology","Neutrophil differential count"
"blood_hematology","Neutrophil cell count"
"blood_hematology","Lymphocyte differential count"
"blood_hematology","Lymphocyte cell count"
"blood_hematology","Monocyte differential count"
"blood_hematology","Monocyte cell count"
"blood_hematology","Eosinophil differential count"
"blood_hematology","Eosinophil cell count"
"blood_hematology","Basophil cell count"
"blood_hematology","Basophil differential count"
"other","Large Unstained Cell (LUC) count"
"other","Large Unstained Cell (LUC) differential count"
"other","Sample clotted"
"equipment","Service-related calibration start date"
"other","LIH (Hemolysis Severity - available on AU analysers)"
"weight","Submitter ID"
"other","Name of phenotyping project"
"other","Name of pipeline"
"other","Start date"
"other","End date"
"other","Control design"
"other","Frequency of controls"
"other","Number male controls"
"other","Number female controls"
"other","Genetic background"
"other","Controls and knockout same source"
"other","Control animal production location"
"other","Core colony source"
"other","Core stock strategy"
"other","Knockout batch strategy"
"weight","Blinding  - Body Weight"
"other","Blinding  - CSD"
"functional_behavioral","Blinding  - Grip strength"
"functional_behavioral","Blinding  - Acoustic startle"
"other","Blinding  - Calorimetry"
"other","Blinding  - IPGTT"
"other","Blinding  - ABR collection"
